Built	O
during	O
the	O
Ayutthaya	O
Era	O
,	O
Wat	B-HERITAGE
Saket	I-HERITAGE
is	O
a	O
fascinating	O
place	O
to	O
visit	O
–	O
in	O
large	O
part	O
due	O
to	O
the	O
amazing	O
murals	O
that	O
it	O
contains	O
of	O
what	O
Buddhist	O
heaven	O
and	O
hell	O
look	O
like	O
.	O

A	O
steep	O
hill	O
–	O
partially	O
made	O
out	O
of	O
a	O
collapsed	O
chedi	O
–	O
is	O
enclosed	O
within	O
the	O
temple	O
compound	O
,	O
and	O
the	O
views	O
of	O
Bangkok	O
from	O
what	O
is	O
now	O
known	O
as	O
the	O
Golden	B-HERITAGE
Mountain	I-HERITAGE
are	O
delightful	O
.	O

Now	O
a	O
popular	O
attraction	O
,	O
this	O
historic	O
and	O
religious	O
site	O
is	O
well	O
worth	O
checking	O
out	O
when	O
in	O
the	O
capital	O
.	O

11	O
.	O

Wat	B-HERITAGE
Traimit	I-HERITAGE
The	O
Wat	B-HERITAGE
Traimit	I-HERITAGE
temple	O
in	O
the	O
Chinatown	O
area	O
is	O
best	O
known	O
for	O
it	O
'	O
s	O
more	O
than	O
3	O
meter	O
(	O
10	O
foot	O
)	O
high	O
golden	O
Buddha	O
image	O
weighing	O
more	O
than	O
five	O
tons	O
.	O

Cast	O
in	O
the	O
Sukhothai	O
style	O
,	O
the	O
image	O
is	O
about	O
900	O
years	O
old	O
and	O
was	O
covered	O
in	O
plaster	O
to	O
hide	O
its	O
value	O
.	O

Only	O
in	O
1957	O
it	O
was	O
discovered	O
that	O
the	O
statue	O
was	O
pure	O
gold	O
,	O
when	O
the	O
image	O
was	O
moved	O
to	O
a	O
new	O
building	O
and	O
slipped	O
from	O
a	O
crane	O
.	O

Other	O
architectural	O
highlights	O
include	O
marble	O
staircases	O
and	O
a	O
reflecting	O
pool	O
.	O

The	O
temple	O
itself	O
is	O
said	O
to	O
date	O
from	O
the	O
early	O
13th	O
century	O
.	O

10	O
.	O

Dusit	B-HERITAGE
Palace	I-HERITAGE
Dusit	B-HERITAGE
Palace	I-HERITAGE
is	O
the	O
name	O
of	O
the	O
compound	O
of	O
Royal	O
residences	O
,	O
constructed	O
in	O
European	O
style	O
between	O
1897	O
and	O
1901	O
for	O
King	O
Rama	O
V.	O
The	O
most	O
prominent	O
building	O
is	O
the	O
Vimanmek	B-PURPOSE
Mansion	I-PURPOSE
,	O
built	O
of	O
golden	O
teak	O
wood	O
.	O

The	O
world	O
'	O
s	O
largest	O
wooden	O
mansion	O
,	O
it	O
contains	O
31	O
exhibition	O
rooms	O
as	O
well	O
as	O
the	O
throne	O
room	O
,	O
bathrooms	O
and	O
bedrooms	O
.	O

If	O
you	O
visit	O
the	O
Grand	B-HERITAGE
Palace	I-HERITAGE
before	O
this	O
one	O
make	O
sure	O
you	O
keep	O
your	O
ticket	O
as	O
it	O
gives	O
you	O
free	O
entry	O
into	O
the	O
mansion	O
.	O

9	O
.	O

Lumphini	B-PURPOSE
Park	I-PURPOSE
Lumphini	B-PURPOSE
Park	I-PURPOSE
is	O
more	O
than	O
just	O
an	O
oasis	O
of	O
nature	O
in	O
bustling	O
Bangkok	O
.	O

Originally	O
designed	O
to	O
house	O
Thai	O
crafts	O
and	O
flowers	O
,	O
it	O
is	O
a	O
serene	O
place	O
where	O
people	O
can	O
stroll	O
paths	O
,	O
take	O
a	O
paddle	O
boat	O
ride	O
or	O
just	O
sit	O
and	O
relax	O
and	O
watch	O
others	O
do	O
their	O
morning	O
and	O
evening	O
exercises	O
.	O

Visitors	O
who	O
stroll	O
along	O
the	O
pond	O
may	O
even	O
come	O
across	O
a	O
water	O
monitor	O
lizard	O
,	O
a	O
crocodile-like	O
reptile	O
.	O

Free	O
outdoor	O
concerts	O
take	O
place	O
on	O
Sunday	O
afternoons	O
.	O

2	O
.	O

8	O
.	O

Chatuchak	B-PURPOSE
Weekend	I-PURPOSE
Market	I-PURPOSE
Known	O
locally	O
as	O
JJ	B-PURPOSE
Market	I-PURPOSE
,	O
Chatuchak	B-PURPOSE
Weekend	I-PURPOSE
Market	I-PURPOSE
is	O
the	O
largest	O
of	O
its	O
kind	O
in	O
Thailand	O
.	O

Some	O
even	O
say	O
it	O
'	O
s	O
the	O
largest	O
weekend	O
market	O
in	O
the	O
world	O
.	O

With	O
more	O
than	O
8,000	O
stalls	O
peddling	O
wares	O
ranging	O
from	O
antiques	O
to	O
clothes	O
to	O
furniture	O
,	O
the	O
wildly	O
popular	O
market	O
draws	O
in	O
more	O
than	O
200,000	O
people	O
on	O
weekends	O
and	O
includes	O
a	O
wide	O
array	O
of	O
tasty	O
restaurants	O
.	O

Shoppers	O
are	O
also	O
entertained	O
by	O
shows	O
,	O
including	O
dancing	O
and	O
live	O
music	O
.	O

7	O
.	O

Khao	B-PURPOSE
San	I-PURPOSE
Road	I-PURPOSE
Khao	B-PURPOSE
San	I-PURPOSE
Road	I-PURPOSE
is	O
,	O
technically	O
speaking	O
,	O
a	O
small	O
road	O
located	O
about	O
a	O
block	O
from	O
the	O
Chao	B-NATURAL
Phraya	I-NATURAL
River	I-NATURAL
.	O

Khaosan	O
translates	O
as	O
“	O
milled	O
rice	O
”	O
,	O
a	O
reminder	O
that	O
in	O
former	O
times	O
the	O
street	O
was	O
a	O
major	O
Bangkok	O
rice	O
market	O
.	O

In	O
the	O
last	O
20	O
years	O
,	O
however	O
,	O
Khaosan	B-PURPOSE
Road	I-PURPOSE
has	O
developed	O
into	O
a	O
world	O
famous	O
backpackers	O
hangout	O
.	O

It	O
offers	O
cheap	O
accommodation	O
,	O
ranging	O
from	O
dorm	O
style	O
hostels	O
to	O
reasonably	O
priced	O
3-star	O
hotels	O
as	O
well	O
as	O
bars	O
,	O
food	O
stalls	O
,	O
restaurants	O
,	O
convenience	O
stores	O
,	O
internet	O
cafes	O
and	O
travel	O
agencies	O
.	O

Blue	B-HERITAGE
Mosque	I-HERITAGE
The	O
Blue	B-HERITAGE
Mosque	I-HERITAGE
,	O
built	O
in	O
the	O
early	O
17th	O
century	O
,	O
remains	O
an	O
active	O
house	O
of	O
worship	O
today	O
.	O

6	O
.	O

CentralWorld	B-PURPOSE
Opened	O
in	O
1990	O
,	O
the	O
eight-story	O
CentralWorld	B-PURPOSE
marketed	O
itself	O
as	O
a	O
middle	O
class	O
shopping	O
center	O
,	O
opposed	O
to	O
the	O
upper	O
class-marketed	O
Siam	B-PURPOSE
Paragon	I-PURPOSE
.	O

On	O
19th	O
May	O
2010	O
,	O
CentralWorld	B-PURPOSE
was	O
one	O
of	O
the	O
many	O
properties	O
set	O
on	O
fire	O
by	O
anti	O
government	O
protestors	O
.	O

The	O
fire	O
raged	O
for	O
two	O
days	O
and	O
the	O
Zen	O
department	O
store	O
collapsed	O
in	O
the	O
fire	O
.	O

After	O
months	O
of	O
repair	O
works	O
,	O
the	O
shopping	O
complex	O
reopened	O
on	O
28th	O
September	O
with	O
80	O
%	O
of	O
its	O
retail	O
space	O
open	O
for	O
business	O
.	O

5	O
.	O

Temple	B-HERITAGE
of	I-HERITAGE
the	I-HERITAGE
Emerald	I-HERITAGE
Buddha	I-HERITAGE
(	O
Wat	B-HERITAGE
Phra	I-HERITAGE
Kaew	I-HERITAGE
)	O
Also	O
known	O
as	O
Wat	B-HERITAGE
Phra	I-HERITAGE
Kaew	I-HERITAGE
,	O
it	O
is	O
famed	O
for	O
a	O
fantastic	O
dark	O
green	O
statue	O
of	O
the	O
Buddha	O
which	O
is	O
made	O
out	O
of	O
jade	O
.	O

The	O
Buddha	O
is	O
believed	O
to	O
date	O
back	O
to	O
the	O
15th	O
century	O
.	O

It	O
was	O
moved	O
to	O
various	O
temples	O
around	O
the	O
country	O
for	O
a	O
few	O
centuries	O
,	O
ending	O
up	O
in	O
Bangkok	O
in	O
1784	O
.	O

Housed	O
in	O
the	O
most	O
elegant	O
and	O
impressive	O
building	O
in	O
the	O
complex	O
,	O
only	O
the	O
Thai	O
king	O
is	O
ever	O
allowed	O
to	O
touch	O
the	O
sacred	O
Buddha	O
.	O

This	O
means	O
visitors	O
need	O
to	O
time	O
their	O
visits	O
carefully	O
,	O
as	O
the	O
mosque	O
is	O
closed	O
to	O
sightseers	O
during	O
the	O
five	O
daily	O
prayer	O
times	O
for	O
Muslims	O
.	O

Apart	O
from	O
its	O
famous	O
resident	O
,	O
the	O
architecture	O
of	O
Wat	B-HERITAGE
Phra	I-HERITAGE
Kaew	I-HERITAGE
'	O
s	O
many	O
buildings	O
is	O
beautiful	O
to	O
behold	O
;	O
gold	O
shines	O
forth	O
wherever	O
you	O
look	O
and	O
delightful	O
Buddhist	O
motifs	O
can	O
be	O
seen	O
carved	O
alongside	O
statues	O
of	O
mythological	O
creatures	O
.	O

4	O
.	O

Jim	B-PURPOSE
Thompson	I-PURPOSE
's	I-PURPOSE
House	I-PURPOSE
The	O
infamous	O
CIA	O
operative	O
Jim	O
Thompson	O
revived	O
the	O
Thai	O
silk	O
industry	O
after	O
World	O
War	O
II	O
and	O
had	O
this	O
house	O
assembled	O
from	O
six	O
traditional	O
Thai-style	O
houses	O
.	O

As	O
Thompson	O
was	O
building	O
his	O
silk	O
company	O
,	O
he	O
also	O
became	O
a	O
major	O
collector	O
of	O
Southeast	O
Asian	O
art	O
.	O

Jim	B-PURPOSE
Thompson	I-PURPOSE
'	I-PURPOSE
s	I-PURPOSE
House	O
sits	O
on	O
a	O
klong	O
across	O
from	O
Bangkrua	O
,	O
where	O
his	O
weavers	O
were	O
then	O
located	O
.	O

Tourists	O
must	O
take	O
the	O
guided	O
tour	O
through	O
the	O
buildings	O
,	O
which	O
are	O
given	O
in	O
plenty	O
of	O
foreign	O
languages	O
.	O

Located	O
within	O
the	O
Grand	B-HERITAGE
Palace	I-HERITAGE
,	O
Wat	B-HERITAGE
Phra	I-HERITAGE
Kaew	I-HERITAGE
is	O
the	O
most	O
important	O
Buddhist	O
temple	O
in	O
Thailand	O
.	O

As	O
such	O
,	O
it	O
is	O
a	O
very	O
popular	O
tourist	O
attraction	O
.	O

3	O
.	O

Wat	B-HERITAGE
Arun	I-HERITAGE
Situated	O
on	O
the	O
Thonburi	O
side	O
of	O
the	O
Chao	B-NATURAL
Phraya	I-NATURAL
River	I-NATURAL
,	O
Wat	B-HERITAGE
Arun	I-HERITAGE
(	O
“	O
Temple	B-HERITAGE
of	I-HERITAGE
Dawn	I-HERITAGE
”	O
)	O
is	O
one	O
of	O
the	O
oldest	O
and	O
best	O
known	O
tourist	O
attractions	O
in	O
Bangkok	O
.	O

All	O
visitors	O
must	O
remove	O
their	O
shoes	O
and	O
women	O
must	O
cover	O
their	O
hair	O
.	O

The	O
temple	O
is	O
an	O
architectural	O
representation	O
of	O
Mount	O
Meru	O
,	O
the	O
center	O
of	O
the	O
universe	O
in	O
Buddhist	O
cosmology	O
.	O

Despite	O
its	O
name	O
,	O
the	O
best	O
views	O
of	O
Wat	B-HERITAGE
Arun	I-HERITAGE
are	O
in	O
the	O
evening	O
with	O
the	O
sun	O
setting	O
behind	O
it	O
.	O

2	O
.	O

Temple	B-HERITAGE
of	I-HERITAGE
the	I-HERITAGE
Reclining	I-HERITAGE
Buddha	I-HERITAGE
(	O
Wat	B-HERITAGE
Pho	I-HERITAGE
)	O
Wat	B-HERITAGE
Pho	I-HERITAGE
is	O
famous	O
for	O
the	O
huge	O
Reclining	O
Buddha	O
statue	O
it	O
houses	O
.	O

It	O
is	O
one	O
of	O
the	O
largest	O
temples	O
in	O
Bangkok	O
and	O
also	O
one	O
of	O
the	O
oldest	O
,	O
constructed	O
nearly	O
200	O
years	O
before	O
Bangkok	O
became	O
Thailand	O
'	O
s	O
capital	O
.	O

Wat	B-HERITAGE
Pho	I-HERITAGE
holds	O
the	O
distinction	O
of	O
having	O
both	O
Thailand	O
'	O
s	O
largest	O
reclining	O
Buddha	O
image	O
and	O
the	O
largest	O
number	O
of	O
Buddha	O
images	O
in	O
Thailand	O
.	O

The	O
gold-plated	O
Reclining	O
Buddha	O
statue	O
is	O
46	O
meters	O
long	O
and	O
15	O
meters	O
high	O
,	O
and	O
commemorates	O
the	O
passing	O
of	O
the	O
Buddha	O
into	O
Nirvana	O
.	O

1	O
.	O

Grand	B-HERITAGE
Palace	I-HERITAGE
The	O
construction	O
of	O
the	O
Grand	B-HERITAGE
Palace	I-HERITAGE
started	O
in	O
1782	O
when	O
the	O
capital	O
of	O
Siam	O
was	O
moved	O
from	O
Thonburi	O
to	O
Bangkok	O
.	O

The	O
palace	O
served	O
as	O
the	O
residence	O
of	O
the	O
Kings	O
of	O
Thailand	O
until	O
the	O
mysterious	O
death	O
of	O
King	O
Ananda	O
Mahidol	O
in	O
1946	O
.	O

This	O
is	O
a	O
small	O
price	O
to	O
pay	O
for	O
seeing	O
its	O
priceless	O
treasures	O
that	O
include	O
20,000	O
ceramic	O
tiles	O
in	O
various	O
tulip	O
designs	O
and	O
200	O
stained	O
glass	O
windows	O
,	O
all	O
with	O
intricate	O
designs	O
.	O

His	O
brother	O
King	O
Bhumibol	O
Adulyadej	O
who	O
succeeded	O
him	O
moved	O
permanently	O
to	O
the	O
Chitralada	B-HERITAGE
Palace	I-HERITAGE
.	O

Today	O
the	O
palace	O
is	O
a	O
major	O
Bangkok	O
tourist	O
attraction	O
.	O

Part	O
of	O
the	O
palace	O
compound	O
is	O
dedicated	O
to	O
a	O
royal	O
temple	O
,	O
Wat	B-HERITAGE
Phra	I-HERITAGE
Kaew	I-HERITAGE
,	O
the	O
most	O
sacred	O
temple	O
of	O
Thailand	O
and	O
home	O
to	O
the	O
famous	O
Emerald	O
Buddha.	O

London	O
is	O
steeped	O
in	O
royal	O
history	O
,	O
magnificent	O
architecture	O
and	O
picturesque	O
views	O
.	O

If	O
you	O
plan	O
your	O
visit	O
,	O
you	O
can	O
see	O
many	O
of	O
the	O
top	O
London	O
tourist	O
attractions	O
in	O
just	O
a	O
few	O
days	O
.	O

Several	O
are	O
within	O
walking	O
distance	O
of	O
each	O
other	O
,	O
while	O
a	O
few	O
are	O
a	O
short	O
tube	O
or	O
bus	O
ride	O
away	O
.	O

If	O
you	O
'	O
re	O
planning	O
to	O
hit	O
up	O
multiple	O
attractions	O
,	O
you	O
may	O
want	O
to	O
look	O
into	O
purchasing	O
a	O
sightseeing	O
pass	O
such	O
as	O
The	O
London	O
Pass	O
,	O
which	O
enables	O
travelers	O
to	O
access	O
many	O
tourist	O
sites	O
in	O
London	O
,	O
such	O
as	O
Westminster	B-HERITAGE
Abbey	I-HERITAGE
and	O
the	O
Tower	B-HERITAGE
of	I-HERITAGE
London	I-HERITAGE
,	O
for	O
a	O
reduced	O
cost	O
and	O
takes	O
them	O
to	O
the	O
front	O
of	O
the	O
line	O
.	O

Enjoy	O
Buckingham	B-HERITAGE
Palace	I-HERITAGE
and	O
Changing	O
of	O
the	O
Guard	O
No	O
trip	O
to	O
London	O
is	O
complete	O
without	O
a	O
visit	O
to	O
the	O
official	O
residence	O
of	O
the	O
Queen	O
.	O

You	O
can	O
roam	O
over	O
a	O
dozen	O
state	O
rooms	O
that	O
contain	O
treasures	O
from	O
the	O
royal	O
family	O
.	O

It	O
'	O
s	O
like	O
walking	O
into	O
a	O
time	O
capsule	O
with	O
elements	O
from	O
several	O
eras	O
all	O
in	O
one	O
place	O
.	O

The	O
mosque	O
,	O
built	O
by	O
Sultan	O
Ahmet	O
,	O
takes	O
its	O
name	O
from	O
the	O
blue	O
tiles	O
on	O
the	O
dome	O
and	O
the	O
upper	O
levels	O
of	O
the	O
interior	O
.	O

Keep	O
in	O
mind	O
that	O
the	O
palace	O
is	O
not	O
open	O
year-round	O
,	O
so	O
plan	O
your	O
trip	O
carefully	O
.	O

Visitors	O
are	O
allowed	O
on	O
the	O
palace	O
grounds	O
for	O
around	O
10	O
weeks	O
in	O
the	O
summer	O
months	O
,	O
and	O
select	O
dates	O
in	O
the	O
winter	O
,	O
spring	O
and	O
fall	O
,	O
so	O
check	O
in	O
advance	O
before	O
you	O
head	O
over	O
.	O

Tickets	O
must	O
be	O
purchased	O
at	O
least	O
a	O
few	O
days	O
in	O
advance	O
,	O
and	O
your	O
admission	O
is	O
time-stamped	O
,	O
which	O
means	O
that	O
you	O
only	O
can	O
use	O
your	O
ticket	O
on	O
the	O
day	O
and	O
time	O
you	O
select	O
.	O

Adult	O
tickets	O
are	O
£20‒£30	O
(	O
$	O
25‒	O
$	O
40	O
)	O
.	O

Try	O
to	O
time	O
your	O
visit	O
with	O
the	O
Changing	O
the	O
Guard	O
ceremony	O
to	O
get	O
a	O
real	O
feel	O
for	O
royal	O
pageantry	O
.	O

No	O
tickets	O
are	O
required	O
for	O
this	O
elaborate	O
affair	O
.	O

At	O
11	O
a.m.	O
daily	O
in	O
the	O
summer	O
and	O
select	O
days	O
throughout	O
the	O
rest	O
of	O
the	O
year	O
,	O
you	O
can	O
watch	O
one	O
regiment	O
take	O
over	O
for	O
another	O
and	O
march	O
with	O
horn-filled	O
musical	O
accompaniment	O
.	O

Note	O
that	O
the	O
state	O
rooms	O
are	O
on	O
the	O
opposite	O
side	O
of	O
the	O
palace	O
from	O
the	O
guard	O
ceremony	O
,	O
so	O
you	O
won	O
'	O
t	O
be	O
able	O
to	O
catch	O
a	O
glimpse	O
of	O
them	O
from	O
one	O
of	O
the	O
state	O
rooms	O
.	O

If	O
you	O
'	O
re	O
planning	O
to	O
visit	O
the	O
palace	O
and	O
watch	O
the	O
guard	O
ceremony	O
in	O
one	O
day	O
,	O
opt	O
to	O
watch	O
the	O
guards	O
first	O
;	O
then	O
head	O
to	O
the	O
rest	O
of	O
the	O
palace	O
.	O

Explore	O
the	O
Tower	B-HERITAGE
of	I-HERITAGE
London	I-HERITAGE
and	O
Tower	B-HERITAGE
Bridge	I-HERITAGE
If	O
you	O
'	O
re	O
looking	O
for	O
history	O
,	O
mystery	O
and	O
intrigue	O
,	O
head	O
to	O
the	O
Tower	B-HERITAGE
of	I-HERITAGE
London	I-HERITAGE
,	O
which	O
is	O
where	O
legends	O
such	O
as	O
Guy	O
Fawkes	O
,	O
Anne	O
Boleyn	O
and	O
Sir	O
Walter	O
Raleigh	O
were	O
once	O
held	O
prisoner	O
.	O

1	O
.	O

Open	O
daily	O
,	O
your	O
£20‒£30	O
(	O
$	O
25‒	O
$	O
40	O
)	O
ticket	O
includes	O
access	O
to	O
a	O
number	O
of	O
exhibitions	O
and	O
tours	O
,	O
including	O
the	O
infamous	O
ravens	O
,	O
which	O
are	O
called	O
the	O
guardians	O
of	O
the	O
Tower	O
.	O

Purchase	O
your	O
ticket	O
online	O
for	O
a	O
discount	O
and	O
to	O
skip	O
the	O
long	O
lines	O
.	O

Later	O
,	O
take	O
a	O
10-minute	O
walk	O
to	O
Tower	B-HERITAGE
Bridge	I-HERITAGE
,	O
one	O
of	O
the	O
most	O
recognizable	O
monuments	O
in	O
the	O
world	O
.	O

Check	O
the	O
website	O
for	O
the	O
bridge	O
lift	O
schedule	O
,	O
so	O
you	O
can	O
marvel	O
at	O
the	O
feat	O
of	O
engineering	O
and	O
architecture	O
.	O

The	O
Tower	B-HERITAGE
Bridge	I-HERITAGE
is	O
open	O
daily	O
and	O
tickets	O
cost	O
around	O
£10	O
(	O
$	O
13	O
)	O
.	O

Get	O
Lost	O
in	O
the	O
British	B-PURPOSE
Museum	I-PURPOSE
Free	O
and	O
open	O
daily	O
,	O
the	O
British	B-PURPOSE
Museum	I-PURPOSE
contains	O
some	O
of	O
the	O
most	O
valuable	O
treasures	O
in	O
the	O
world	O
,	O
including	O
the	O
Rosetta	O
Stone	O
.	O

The	O
museum	O
holds	O
regular	O
exhibitions	O
that	O
feature	O
art	O
and	O
historical	O
items	O
from	O
all	O
corners	O
of	O
the	O
globe	O
.	O

Head	O
to	O
any	O
gallery	O
within	O
the	O
museum	O
for	O
a	O
free	O
half-hour	O
tour	O
.	O

Tours	O
run	O
daily	O
at	O
regular	O
intervals	O
,	O
but	O
be	O
sure	O
to	O
check	O
the	O
schedule	O
upon	O
your	O
arrival	O
.	O

For	O
£10‒£20	O
$	O
(	O
13‒	O
$	O
25	O
)	O
,	O
the	O
museum	O
offers	O
an	O
around-the-world	O
tour	O
,	O
during	O
which	O
a	O
guide	O
walks	O
you	O
through	O
different	O
areas	O
in	O
the	O
museum	O
,	O
so	O
you	O
can	O
see	O
all	O
the	O
major	O
treasures	O
.	O

If	O
you	O
can	O
'	O
t	O
afford	O
to	O
stay	O
a	O
night	O
in	O
one	O
of	O
the	O
rooms	O
,	O
consider	O
dropping	O
by	O
for	O
a	O
meal	O
or	O
a	O
visit	O
to	O
the	O
spa	O
to	O
try	O
one	O
of	O
the	O
many	O
medicinal	O
treatments	O
on	O
offer	O
.	O
:	O
theodevil	O
Commons	O
Gellért	B-PURPOSE
Baths	I-PURPOSE
These	O
are	O
said	O
to	O
be	O
the	O
most	O
photographed	O
public	O
baths	O
in	O
Budapest	O
–	O
one	O
look	O
at	O
the	O
above	O
photograph	O
soon	O
explains	O
why	O
!	O

Hagia	B-HERITAGE
Sophia	I-HERITAGE
The	O
Hagia	B-HERITAGE
Sophia	I-HERITAGE
is	O
a	O
masterwork	O
of	O
Roman	O
engineering	O
,	O
with	O
its	O
massive	O
dome	O
(	O
102	O
feet	O
or	O
31	O
meters	O
in	O
diameter	O
)	O
that	O
covers	O
what	O
was	O
for	O
over	O
1000	O
years	O
the	O
largest	O
enclosed	O
space	O
in	O
the	O
world	O
.	O

Relax	O
in	O
Trafalgar	B-PURPOSE
Square	I-PURPOSE
One	O
of	O
the	O
most-visited	O
London	O
attractions	O
,	O
Trafalgar	B-PURPOSE
Square	I-PURPOSE
is	O
a	O
vibrant	O
courtyard	O
in	O
the	O
middle	O
of	O
the	O
city	O
.	O

At	O
any	O
given	O
time	O
,	O
you	O
'	O
ll	O
find	O
crowds	O
of	O
tourists	O
sitting	O
on	O
the	O
steps	O
,	O
posing	O
in	O
front	O
of	O
the	O
fountains	O
,	O
and	O
marveling	O
at	O
the	O
statues	O
and	O
monuments	O
.	O

The	O
free	O
public	O
space	O
is	O
the	O
home	O
of	O
Nelson	O
'	O
s	O
Column	O
,	O
which	O
honors	O
the	O
admiral	O
for	O
his	O
victory	O
in	O
the	O
Battle	O
of	O
Trafalgar	O
in	O
1805	O
.	O

The	O
towering	O
monument	O
is	O
flanked	O
by	O
majestic	O
lions	O
,	O
which	O
are	O
said	O
to	O
protect	O
Nelson	O
.	O

Take	O
a	O
breather	O
from	O
your	O
busy	O
sightseeing	O
schedule	O
to	O
stroll	O
around	O
the	O
fountains	O
.	O

Grab	O
an	O
ice	O
cream	O
,	O
some	O
candy	O
floss	O
or	O
a	O
bag	O
of	O
popcorn	O
from	O
a	O
nearby	O
vendor	O
.	O

Snap	O
a	O
Picture	O
of	O
Big	B-HERITAGE
Ben	I-HERITAGE
and	O
Parliament	O
The	O
London	O
skyline	O
is	O
known	O
for	O
this	O
iconic	O
landmark	O
.	O

Part	O
of	O
the	O
Parliament	O
buildings	O
,	O
Big	B-HERITAGE
Ben	I-HERITAGE
is	O
often	O
what	O
visitors	O
call	O
the	O
“	O
clock	O
tower	O
,	O
”	O
though	O
the	O
name	O
actually	O
just	O
refers	O
to	O
the	O
bell	O
.	O

While	O
visitors	O
can	O
no	O
longer	O
tour	O
the	O
inside	O
of	O
the	O
tower	O
because	O
of	O
ongoing	O
renovations	O
,	O
at	O
the	O
time	O
of	O
publication	O
,	O
the	O
Big	B-HERITAGE
Ben	I-HERITAGE
team	O
is	O
offering	O
free	O
monthly	O
talks	O
about	O
the	O
history	O
and	O
workings	O
of	O
the	O
tower	O
.	O

Check	O
the	O
UK	O
Parliament	O
website	O
for	O
the	O
schedule	O
